molecule_chembl_id,molecule_name,canonical_smiles,target_chembl_id,target_name,action_type,mechanism_of_action,max_phase
CHEMBL48361,DABIGATRAN,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,CHEMBL204,Prothrombin,INHIBITOR,Thrombin inhibitor,3
CHEMBL2103826,DAVUNETIDE,CC[C@H](C)[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@@H](N)CC(N)=O)C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)O,CHEMBL2095182,Tubulin,STABILISER,Tubulin stabiliser,2
CHEMBL515387,GOSOGLIPTIN,O=C([C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1)N1CCC(F)(F)C1,CHEMBL284,Dipeptidyl peptidase 4,INHIBITOR,Dipeptidyl peptidase IV inhibitor,4
CHEMBL2103831,NAPROXCINOD,COc1ccc2cc([C@H](C)C(=O)OCCCCO[N+](=O)[O-])ccc2c1,CHEMBL2094253,Cyclooxygenase,INHIBITOR,Cyclooxygenase inhibitor,3
CHEMBL889,PALIFOSFAMIDE,O=P(O)(NCCCl)NCCCl,CHEMBL2311221,DNA,CROSS-LINKING AGENT,DNA cross-linking agent,3
CHEMBL2103832,PARDOPRUNOX,CN1CCN(c2cccc3[nH]c(=O)oc23)CC1,CHEMBL2095169,Dopamine receptors; D2 & D3,PARTIAL AGONIST,Dopamine receptors; D2 & D3 partial agonist,3
CHEMBL148674,VARESPLADIB,CCc1c(C(=O)C(N)=O)c2c(OCC(=O)O)cccc2n1Cc1ccccc1,CHEMBL3474,"Phospholipase A2, membrane associated",INHIBITOR,Phospholipase A2 group IIA inhibitor,2
CHEMBL2103837,TAFAMIDIS,O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1,CHEMBL3194,Transthyretin,STABILISER,Transthyretin stabiliser,4
CHEMBL2103839,RIDAFOROLIMUS,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OP(C)(C)=O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,CHEMBL2842,Serine/threonine-protein kinase mTOR,INHIBITOR,Serine/threonine-protein kinase mTOR inhibitor,3
CHEMBL2103844,PIXANTRONE DIMALEATE,NCCNc1ccc(NCCN)c2c1C(=O)c1ccncc1C2=O.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,CHEMBL2311221,DNA,CROSS-LINKING AGENT,DNA cross-linking agent,4
CHEMBL2103846,ULIPRISTAL,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,CHEMBL208,Progesterone receptor,MODULATOR,Progesterone receptor modulator,3
CHEMBL2103847,TOSEDOSTAT,CC(C)C[C@@H](C(=O)N[C@H](C(=O)OC1CCCC1)c1ccccc1)[C@H](O)C(=O)NO,CHEMBL3831223,Aminopeptidase,INHIBITOR,Aminopeptidase inhibitor,2
CHEMBL2103849,UDENAFIL,CCCOc1ccc(S(=O)(=O)NCCC2CCCN2C)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1,CHEMBL1827,"cGMP-specific 3',5'-cyclic phosphodiesterase",INHIBITOR,Phosphodiesterase 5A inhibitor,3
CHEMBL2103852,CROLIBULIN,COc1cc([C@H]2C(C#N)=C(N)Oc3c2ccc(N)c3N)cc(Br)c1OC,CHEMBL2095182,Tubulin,INHIBITOR,Tubulin inhibitor,2
CHEMBL286738,IROSUSTAT,NS(=O)(=O)Oc1ccc2c3c(c(=O)oc2c1)CCCCC3,CHEMBL3559,Steryl-sulfatase,INHIBITOR,Steryl-sulfatase inhibitor,2
CHEMBL2103855,TELOTRISTAT,Cc1ccn(-c2cc(Cl)ccc2[C@@H](Oc2cc(-c3ccc(C[C@H](N)C(=O)O)cc3)nc(N)n2)C(F)(F)F)n1,CHEMBL3831287,Tryptophan 5-hydroxylase,INHIBITOR,Tryptophan 5-hydroxylase inhibitor,3
CHEMBL2103857,EDIVOXETINE,COc1ccc(F)cc1C[C@@](O)(C1CCOCC1)[C@@H]1CNCCO1,CHEMBL222,Sodium-dependent noradrenaline transporter,INHIBITOR,Norepinephrine transporter inhibitor,3
CHEMBL218650,DELAMANID,C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1,CHEMBL2111188,Mycobacterium tuberculosis H37Rv,INHIBITOR,Mycobacterium tuberculosis H37Rv inhibitor,4
CHEMBL1922660,FIBOFLAPON,CCOc1ccc(-c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5ccc(C)cn5)ccc43)cc2)cn1,CHEMBL4550,Arachidonate 5-lipoxygenase-activating protein,INHIBITOR,5-lipoxygenase activating protein inhibitor,3
CHEMBL552212,LEXIBULIN,CCC[C@H](Nc1nc(-c2ccc(NC(=O)NCC)c(OC)c2)ncc1C)c1cccnc1,CHEMBL2095182,Tubulin,INHIBITOR,Tubulin inhibitor,2
CHEMBL2103867,PLECANATIDE,CC(C)C[C@H](NC(=O)[C@@H]1CSSC[C@@H]2NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CC(N)=O)CSSC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C(C)C)NC2=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N1)C(=O)O,CHEMBL1795197,Guanylyl cyclase C,AGONIST,Heat-stable enterotoxin receptor agonist,4
CHEMBL1922673,FIBOFLAPON SODIUM,CCOc1ccc(-c2ccc(Cn3c(CC(C)(C)C(=O)[O-])c(SC(C)(C)C)c4cc(OCc5ccc(C)cn5)ccc43)cc2)cn1.[Na+],CHEMBL4550,Arachidonate 5-lipoxygenase-activating protein,INHIBITOR,5-lipoxygenase activating protein inhibitor,3
CHEMBL2017179,EVACETRAPIB,Cc1cc(C)c2c(c1)[C@@H](N(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1nnn(C)n1)CCCN2C[C@H]1CC[C@H](C(=O)O)CC1,CHEMBL3572,Cholesteryl ester transfer protein,INHIBITOR,Cholesteryl ester transfer protein inhibitor,3
CHEMBL2103879,GANETESPIB,CC(C)c1cc(-c2n[nH]c(=O)n2-c2ccc3c(ccn3C)c2)c(O)cc1O,CHEMBL2095165,Heat shock protein HSP90,INHIBITOR,Heat shock protein HSP90 inhibitor,3
CHEMBL117287,PRUCALOPRIDE,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,CHEMBL1875,5-hydroxytryptamine receptor 4,AGONIST,Serotonin 4 (5-HT4) receptor agonist,4
CHEMBL2103883,AVATROMBOPAG,O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1,CHEMBL1864,Thrombopoietin receptor,AGONIST,Thrombopoietin receptor agonist,4
CHEMBL2103884,OPROZOMIB,COC[C@H](NC(=O)c1cnc(C)s1)C(=O)N[C@@H](COC)C(=O)N[C@@H](Cc1ccccc1)C(=O)[C@@]1(C)CO1,CHEMBL2364701,26S proteasome,INHIBITOR,26S proteasome inhibitor,2
CHEMBL298734,LONAFARNIB,NC(=O)N1CCC(CC(=O)N2CCC([C@H]3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1,CHEMBL2094108,Protein farnesyltransferase,INHIBITOR,Protein farnesyltransferase inhibitor,4
CHEMBL3301672,ERITORAN TETRASODIUM,CCCCCC/C=C\CCCCCCCCCC(=O)N[C@H]1[C@H](OC[C@H]2O[C@H](OP(=O)([O-])[O-])[C@H](NC(=O)CC(=O)CCCCCCCCCCC)[C@@H](OCCCCCCCCCC)[C@@H]2O)O[C@H](COC)[C@@H](OP(=O)([O-])[O-])[C@@H]1OCC[C@@H](CCCCCCC)OC.[Na+].[Na+].[Na+].[Na+],CHEMBL3038512,Toll-like receptor 4/MD-2,ANTAGONIST,Toll-like receptor 4/MD-2 antagonist,3
CHEMBL2104967,FIRATEGRAST,CCOCc1cc(OC)c(-c2ccc(C[C@H](NC(=O)c3c(F)cccc3F)C(=O)O)cc2)c(OC)c1,CHEMBL1907599,Integrin alpha-4/beta-1,ANTAGONIST,Integrin alpha-4/beta-1 antagonist,2
CHEMBL2104981,RILAPLADIB,COCCN1CCC(N(Cc2ccc(-c3ccc(C(F)(F)F)cc3)cc2)C(=O)Cn2c(SCc3cccc(F)c3F)cc(=O)c3ccccc32)CC1,CHEMBL3514,Platelet-activating factor acetylhydrolase,INHIBITOR,LDL-associated phospholipase A2 inhibitor,2
CHEMBL90983,TERAMEPROCOL,COc1ccc(C[C@@H](C)[C@@H](C)Cc2ccc(OC)c(OC)c2)cc1OC,CHEMBL2311221,DNA,INHIBITOR,DNA inhibitor,2
CHEMBL3989496,TEZACITABINE,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)/C2=C\F)c(=O)n1.O,CHEMBL2095215,Ribonucleoside-diphosphate reductase RR1,INHIBITOR,Ribonucleoside-diphosphate reductase RR1 inhibitor,2
CHEMBL235191,TACEDINALINE,CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1,CHEMBL2093865,Histone deacetylase,INHIBITOR,Histone deacetylase inhibitor,3
CHEMBL5314374,IDRAPARINUX SODIUM,CO[C@H]1O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]2O[C@@H](C(=O)[O-])[C@@H](O[C@H]3O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]4O[C@H](C(=O)[O-])[C@@H](O[C@H]5O[C@H](COS(=O)(=O)[O-])[C@@H](OC)[C@H](OC)[C@H]5OC)[C@H](OC)[C@H]4OC)[C@H](OS(=O)(=O)[O-])[C@H]3OS(=O)(=O)[O-])[C@H](OC)[C@H]2OC)[C@H](OS(=O)(=O)[O-])[C@H]1OS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],CHEMBL244,Coagulation factor X,INHIBITOR,Coagulation factor X inhibitor,3
CHEMBL2110725,VINFLUNINE,CC[C@]12C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@@H]7C[C@@H](C(C)(F)F)CN(Cc8c6[nH]c6ccccc86)C7)c(OC)cc5N(C)[C@H]4[C@@](O)(C(=O)OC)[C@@H]1OC(C)=O)[C@@H]32,CHEMBL2095182,Tubulin,INHIBITOR,Tubulin inhibitor,4
CHEMBL429876,CILENGITIDE,CC(C)[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](Cc2ccccc2)C(=O)N1C,CHEMBL1907598,Integrin alpha-V/beta-3,ANTAGONIST,Integrin alpha-V/beta-3 antagonist,3
CHEMBL325424,ALEPLASININ,Cc1cccc(-c2ccc3c(c2)c(C(=O)C(=O)O)cn3Cc2ccc(C(C)(C)C)cc2)c1,CHEMBL3475,Plasminogen activator inhibitor 1,INHIBITOR,Plasminogen activator inhibitor-1 inhibitor,2
CHEMBL591118,CARMEGLIPTIN,COc1cc2c(cc1OC)[C@@H]1C[C@H](N)[C@@H](N3C[C@@H](CF)CC3=O)CN1CC2,CHEMBL284,Dipeptidyl peptidase 4,INHIBITOR,Dipeptidyl peptidase IV inhibitor,2
CHEMBL27759,ENTINOSTAT,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,CHEMBL2093865,Histone deacetylase,INHIBITOR,Histone deacetylase inhibitor,3
CHEMBL315985,ESLICARBAZEPINE,NC(=O)N1c2ccccc2C[C@H](O)c2ccccc21,CHEMBL2331043,Sodium channel alpha subunit,BLOCKER,Sodium channel alpha subunit blocker,2
CHEMBL289351,FOSBRETABULIN DISODIUM,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OP(=O)([O-])[O-].[Na+].[Na+],CHEMBL2095182,Tubulin,INHIBITOR,Tubulin inhibitor,2
CHEMBL2105643,FOSBRETABULIN TROMETHAMINE,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OP(=O)(O)O.NC(CO)(CO)CO,CHEMBL2095182,Tubulin,DISRUPTING AGENT,Tubulin disrupting agent,2
CHEMBL272980,MOCETINOSTAT,Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,CHEMBL325,Histone deacetylase 1,INHIBITOR,Histone deacetylase 1 inhibitor,2
CHEMBL2028665,REMOGLIFLOZIN ETABONATE,CCOC(=O)OC[C@H]1O[C@@H](Oc2nn(C(C)C)c(C)c2Cc2ccc(OC(C)C)cc2)[C@H](O)[C@@H](O)[C@@H]1O,CHEMBL3884,Sodium/glucose cotransporter 2,INHIBITOR,Sodium/glucose cotransporter 2 inhibitor,2
CHEMBL377559,RETASPIMYCIN HYDROCHLORIDE,C=CCNc1c(O)cc2c(O)c1C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)N2.Cl,CHEMBL2095165,Heat shock protein HSP90,INHIBITOR,Heat shock protein HSP90 inhibitor,3
CHEMBL2304041,SAGOPILONE,C=CC[C@H]1C(=O)C(C)(C)[C@@H](O)CC(=O)O[C@H](c2ccc3sc(C)nc3c2)C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@@H]1O,CHEMBL2095182,Tubulin,STABILISER,Tubulin stabiliser,2
CHEMBL2105659,VARESPLADIB METHYL,CCc1c(C(=O)C(N)=O)c2c(OCC(=O)OC)cccc2n1Cc1ccccc1,CHEMBL3474,"Phospholipase A2, membrane associated",INHIBITOR,Phospholipase A2 group IIA inhibitor,3
CHEMBL2105661,LITRONESIB,CCNCCS(=O)(=O)NC[C@@]1(c2ccccc2)SC(NC(=O)C(C)(C)C)=NN1C(=O)C(C)(C)C,CHEMBL4581,Kinesin-like protein KIF11,INHIBITOR,Kinesin-like protein 1 inhibitor,2
CHEMBL2105665,ELACYTARABINE,CCCCCCCC/C=C/CCCCCCCC(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@@H](O)[C@@H]1O,CHEMBL2311221,DNA,INHIBITOR,DNA inhibitor,3
CHEMBL190412,TEGLARINAD CHLORIDE,COCCOCCOCCOCCOC(=O)OC[n+]1ccc(N/C(=N/C#N)NCCCCCCOc2ccc(Cl)cc2)cc1.[Cl-],CHEMBL1744525,Nicotinamide phosphoribosyltransferase,INHIBITOR,Nicotinamide phosphoribosyltransferase inhibitor,2
CHEMBL371405,MARIZOMIB,C[C@@]12OC(=O)[C@]1([C@@H](O)[C@@H]1C=CCCC1)NC(=O)[C@@H]2CCCl,CHEMBL3831201,20S proteasome,INHIBITOR,20S proteasome inhibitor,3
CHEMBL1800955,OMECAMTIV MECARBIL,COC(=O)N1CCN(Cc2cccc(NC(=O)Nc3ccc(C)nc3)c2F)CC1,CHEMBL3831286,Cardiac myosin,ACTIVATOR,Cardiac myosin activator,3
CHEMBL1096380,PLINABULIN,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O,CHEMBL2095182,Tubulin,INHIBITOR,Tubulin inhibitor,3
CHEMBL506871,VELIPARIB,C[C@]1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,CHEMBL3390820,"PARP 1, 2 and 3",INHIBITOR,"PARP 1, 2 and 3 inhibitor",3
CHEMBL2105671,AFEGOSTAT TARTRATE,O=C(O)C(O)C(O)C(=O)O.OC[C@H]1CNC[C@@H](O)[C@@H]1O,CHEMBL2179,Lysosomal acid glucosylceramidase,STABILISER,Beta-glucocerebrosidase stabiliser,2
CHEMBL2105675,TAFAMIDIS MEGLUMINE,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1,CHEMBL3194,Transthyretin,STABILISER,Transthyretin stabiliser,4
CHEMBL460785,DUVOGLUSTAT HYDROCHLORIDE,Cl.OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,CHEMBL2608,Lysosomal alpha-glucosidase,STABILISER,Lysosomal alpha-glucosidase stabiliser,2
CHEMBL2105681,SAPACITABINE,CCCCCCCCCCCCCCCC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2C#N)c(=O)n1,CHEMBL2311221,DNA,INHIBITOR,DNA inhibitor,3
CHEMBL2105683,NAPROXEN ETEMESIL,COc1ccc2cc([C@H](C)C(=O)OCCS(C)(=O)=O)ccc2c1,CHEMBL2094253,Cyclooxygenase,INHIBITOR,Cyclooxygenase inhibitor,2
CHEMBL1095032,LETAXABAN,O=C([C@H](O)CS(=O)(=O)c1ccc2cc(Cl)ccc2c1)N1CCC(N2CCCNC2=O)CC1,CHEMBL244,Coagulation factor X,INHIBITOR,Coagulation factor X inhibitor,2
CHEMBL301742,ARBACLOFEN,NC[C@H](CC(=O)O)c1ccc(Cl)cc1,CHEMBL2111463,GABA-B receptor,AGONIST,GABA-B receptor agonist,3
CHEMBL2105711,TOFOGLIFLOZIN,CCc1ccc(Cc2ccc3c(c2)[C@]2(OC3)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1.O,CHEMBL3884,Sodium/glucose cotransporter 2,INHIBITOR,Sodium/glucose cotransporter 2 inhibitor,4
CHEMBL2105721,NIVOCASAN,CC(C)[C@@]1(C(=O)N[C@H]2CC(=O)O[C@]2(O)CF)CC(c2nccc3ccccc23)=NO1,CHEMBL3776,Caspase-8,INHIBITOR,Caspase-8 inhibitor,2
CHEMBL1173055,RUCAPARIB,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,CHEMBL3390820,"PARP 1, 2 and 3",INHIBITOR,"PARP 1, 2 and 3 inhibitor",4
CHEMBL3989801,FORIGERIMOD ACETATE,CC(=O)O.CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](COP(=O)(O)O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCSC)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H](NC(=O)[C@@H](N)CCCN=C(N)N)[C@@H](C)CC)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,CHEMBL1275223,Heat shock cognate 71 kDa protein,INHIBITOR,Heat shock cognate 71 kDa protein inhibitor,3
CHEMBL1921976,ORTERONEL,CNC(=O)c1ccc2cc([C@@]3(O)CCn4cncc43)ccc2c1,CHEMBL3522,"Steroid 17-alpha-hydroxylase/17,20 lyase",INHIBITOR,Cytochrome P450 17A1 inhibitor,3
CHEMBL1094636,NIRAPARIB,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,CHEMBL5366,Poly [ADP-ribose] polymerase 2,INHIBITOR,Poly [ADP-ribose] polymerase 2 inhibitor,4
CHEMBL2105754,TRELAGLIPTIN SUCCINATE,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2cc(F)ccc2C#N)c1=O.O=C(O)CCC(=O)O,CHEMBL284,Dipeptidyl peptidase 4,INHIBITOR,Dipeptidyl peptidase IV inhibitor,4
CHEMBL1770248,ERTUGLIFLOZIN,CCOc1ccc(Cc2cc([C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2Cl)cc1,CHEMBL3884,Sodium/glucose cotransporter 2,INHIBITOR,Sodium/glucose cotransporter 2 inhibitor,4
CHEMBL2105762,OMARIGLIPTIN,CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,CHEMBL284,Dipeptidyl peptidase 4,INHIBITOR,Dipeptidyl peptidase IV inhibitor,4
CHEMBL431770,ISTRADEFYLLINE,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,CHEMBL251,Adenosine receptor A2a,ANTAGONIST,Adenosine A2a receptor antagonist,4
CHEMBL416146,ETORICOXIB,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,CHEMBL230,Prostaglandin G/H synthase 2,INHIBITOR,Cyclooxygenase-2 inhibitor,4
CHEMBL218166,BIFEPRUNOX,O=c1[nH]c2cccc(N3CCN(Cc4cccc(-c5ccccc5)c4)CC3)c2o1,CHEMBL214,5-hydroxytryptamine receptor 1A,PARTIAL AGONIST,Serotonin 1a (5-HT1a) receptor partial agonist,3
CHEMBL2106798,NERAMEXANE MESYLATE,CC1(C)CC(C)(C)CC(C)(N)C1.CS(=O)(=O)O,CHEMBL2109238,Neuronal acetylcholine receptor; alpha9/alpha10,ANTAGONIST,Neuronal acetylcholine receptor; alpha9/alpha10 antagonist,3
CHEMBL2107312,ARBACLOFEN PLACARBIL,CC(C)C(=O)O[C@@H](OC(=O)NC[C@H](CC(=O)O)c1ccc(Cl)cc1)C(C)C,CHEMBL2111463,GABA-B receptor,AGONIST,GABA-B receptor agonist,3
CHEMBL2107313,BECATECARIN,CCN(CC)CCN1C(=O)c2c(c3c4cccc(Cl)c4n([C@@H]4O[C@H](CO)[C@@H](OC)[C@H](O)[C@H]4O)c3c3[nH]c4c(Cl)cccc4c23)C1=O,CHEMBL1781,DNA topoisomerase 1,INHIBITOR,DNA topoisomerase I inhibitor,3
CHEMBL1767407,DENUFOSOL TETRASODIUM,Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)[C@H](O)[C@@H]3O)O2)c(=O)n1.[Na+].[Na+].[Na+].[Na+],CHEMBL4398,P2Y purinoceptor 2,AGONIST,Purinergic receptor P2Y2 agonist,3
CHEMBL550755,FORODESINE HYDROCHLORIDE,Cl.O=c1[nH]cnc2c([C@@H]3N[C@H](CO)[C@@H](O)[C@H]3O)c[nH]c12,CHEMBL4338,Purine nucleoside phosphorylase,INHIBITOR,Purine nucleoside phosphorylase inhibitor,4
CHEMBL2107354,MIFAMURTIDE,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCCNC(=O)[C@H](C)NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@H]1[C@H](O)[C@@H](CO)OC(O)[C@@H]1NC(C)=O)C(N)=O)OC(=O)CCCCCCCCCCCCCCC.O.[Na+],CHEMBL1293266,Nucleotide-binding oligomerization domain-containing protein 2,OTHER,Nucleotide-binding oligomerization domain-containing protein 2 other,4
CHEMBL2107358,OBATOCLAX MESYLATE,COC1=CC(c2cc3ccccc3[nH]2)=N/C1=C\c1[nH]c(C)cc1C.CS(=O)(=O)O,CHEMBL4860,Apoptosis regulator Bcl-2,INHIBITOR,Apoptosis regulator Bcl-2 inhibitor,3
CHEMBL190083,TARENFLURBIL,C[C@@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,CHEMBL2094135,Gamma-secretase,MODULATOR,Gamma-secretase modulator,3
CHEMBL197672,EMRICASAN,C[C@H](NC(=O)C(=O)Nc1ccccc1C(C)(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)COc1c(F)c(F)cc(F)c1F,CHEMBL3831289,Caspase,INHIBITOR,Caspase inhibitor,2
CHEMBL180101,ESREBOXETINE,CCOc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,CHEMBL222,Sodium-dependent noradrenaline transporter,INHIBITOR,Norepinephrine transporter inhibitor,3
CHEMBL520733,SEMAGACESTAT,CC(C)[C@H](O)C(=O)N[C@@H](C)C(=O)N[C@@H]1C(=O)N(C)CCc2ccccc21,CHEMBL2094135,Gamma-secretase,INHIBITOR,Gamma-secretase inhibitor,3
CHEMBL1835207,APRICOXIB,CCOc1ccc(-c2cc(C)cn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL230,Prostaglandin G/H synthase 2,INHIBITOR,Cyclooxygenase-2 inhibitor,2
CHEMBL68117,VOSAROXIN,CN[C@H]1CN(c2ccc3c(=O)c(C(=O)O)cn(-c4nccs4)c3n2)C[C@@H]1OC,CHEMBL2094255,DNA topoisomerase II,INHIBITOR,DNA topoisomerase II inhibitor,3
CHEMBL257704,EPLIVANSERIN,CN(C)CCO/N=C(/C=C/c1ccc(O)cc1)c1ccccc1F,CHEMBL224,5-hydroxytryptamine receptor 2A,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,3
CHEMBL492399,VERUBULIN,COc1ccc(N(C)c2nc(C)nc3ccccc23)cc1,CHEMBL2095182,Tubulin,DISRUPTING AGENT,Tubulin disrupting agent,2
CHEMBL1090771,AVAGACESTAT,NC(=O)[C@@H](CCC(F)(F)F)N(Cc1ccc(-c2ncon2)cc1F)S(=O)(=O)c1ccc(Cl)cc1,CHEMBL2094135,Gamma-secretase,INHIBITOR,Gamma-secretase inhibitor,2
CHEMBL396778,SAFINAMIDE,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,CHEMBL2039,Amine oxidase [flavin-containing] B,INHIBITOR,Monoamine oxidase B inhibitor,4
CHEMBL1171829,BITOPERTIN,C[C@H](Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ncc(C(F)(F)F)cc2F)CC1)C(F)(F)F,CHEMBL2337,Sodium- and chloride-dependent glycine transporter 1,INHIBITOR,Glycine transporter 1 inhibitor,3
CHEMBL18901,EFAPROXIRAL,Cc1cc(C)cc(NC(=O)Cc2ccc(OC(C)(C)C(=O)O)cc2)c1,CHEMBL2095168,Hemoglobin HbA,NEGATIVE MODULATOR,Hemoglobin HbA negative modulator,3
CHEMBL463981,BEGACESTAT,O=S(=O)(N[C@H](CO)C(C(F)(F)F)C(F)(F)F)c1ccc(Cl)s1,CHEMBL2094135,Gamma-secretase,INHIBITOR,Gamma-secretase inhibitor,2
CHEMBL204021,DARAPLADIB,CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1c(SCc2ccc(F)cc2)nc(=O)c2c1CCC2,CHEMBL3514,Platelet-activating factor acetylhydrolase,INHIBITOR,LDL-associated phospholipase A2 inhibitor,3
CHEMBL167731,PIXANTRONE,NCCNc1ccc(NCCN)c2c1C(=O)c1ccncc1C2=O,CHEMBL2311221,DNA,CROSS-LINKING AGENT,DNA cross-linking agent,4
