molecule_chembl_id,molecule_name,canonical_smiles,target_chembl_id,target_name,action_type,mechanism_of_action,max_phase
CHEMBL19,METHAZOLAMIDE,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C,CHEMBL2326,Carbonic anhydrase 7,INHIBITOR,Carbonic anhydrase VII inhibitor,4
CHEMBL1201117,METHOCARBAMOL,COc1ccccc1OCC(O)COC(N)=O,CHEMBL261,Carbonic anhydrase 1,INHIBITOR,Carbonic anhydrase I inhibitor,4
CHEMBL1200814,ACETAZOLAMIDE SODIUM,CC(=O)Nc1nnc(S([NH-])(=O)=O)s1.[Na+],CHEMBL261,Carbonic anhydrase 1,INHIBITOR,Carbonic anhydrase I inhibitor,4
CHEMBL17,DICHLORPHENAMIDE,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,CHEMBL261,Carbonic anhydrase 1,INHIBITOR,Carbonic anhydrase I inhibitor,4
CHEMBL20,ACETAZOLAMIDE,CC(=O)Nc1nnc(S(N)(=O)=O)s1,CHEMBL261,Carbonic anhydrase 1,INHIBITOR,Carbonic anhydrase I inhibitor,4
CHEMBL19,METHAZOLAMIDE,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C,CHEMBL261,Carbonic anhydrase 1,INHIBITOR,Carbonic anhydrase I inhibitor,4
CHEMBL1450,ATOVAQUONE,O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,CHEMBL1777,Cytochrome b,INHIBITOR,Cytochrome b inhibitor,4
CHEMBL1722209,TOLTERODINE TARTRATE,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1.O=C(O)C(O)C(O)C(=O)O,CHEMBL245,Muscarinic acetylcholine receptor M3,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4
CHEMBL1240,PROPANTHELINE BROMIDE,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C.[Br-],CHEMBL245,Muscarinic acetylcholine receptor M3,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4
CHEMBL1200479,DICYCLOMINE HYDROCHLORIDE,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1.Cl,CHEMBL245,Muscarinic acetylcholine receptor M3,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4
CHEMBL1768,BETHANECHOL CHLORIDE,CC(C[N+](C)(C)C)OC(N)=O.[Cl-],CHEMBL245,Muscarinic acetylcholine receptor M3,AGONIST,Muscarinic acetylcholine receptor M3 agonist,4
CHEMBL2146146,ATROPINE SULFATE,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2.O=S(=O)(O)O,CHEMBL245,Muscarinic acetylcholine receptor M3,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4
CHEMBL517712,ATROPINE,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,CHEMBL245,Muscarinic acetylcholine receptor M3,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4
CHEMBL1200604,TROPICAMIDE,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,CHEMBL245,Muscarinic acetylcholine receptor M3,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4
CHEMBL1200803,SOLIFENACIN SUCCINATE,O=C(O)CCC(=O)O.O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,CHEMBL245,Muscarinic acetylcholine receptor M3,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4
CHEMBL1200935,DARIFENACIN HYDROBROMIDE,Br.NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,CHEMBL245,Muscarinic acetylcholine receptor M3,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4
CHEMBL551466,ACLIDINIUM BROMIDE,O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1.[Br-],CHEMBL245,Muscarinic acetylcholine receptor M3,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4
CHEMBL1200764,METHACHOLINE CHLORIDE,CC(=O)OC(C)C[N+](C)(C)C.[Cl-],CHEMBL245,Muscarinic acetylcholine receptor M3,AGONIST,Muscarinic acetylcholine receptor M3 agonist,4
CHEMBL3545181,TIOTROPIUM BROMIDE,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12.O.[Br-],CHEMBL245,Muscarinic acetylcholine receptor M3,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4
CHEMBL1201765,FESOTERODINE FUMARATE,CC(C)C(=O)Oc1ccc(CO)cc1[C@H](CCN(C(C)C)C(C)C)c1ccccc1.O=C(O)/C=C/C(=O)O,CHEMBL245,Muscarinic acetylcholine receptor M3,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4
CHEMBL1200473,CYCLOPENTOLATE HYDROCHLORIDE,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1.Cl,CHEMBL245,Muscarinic acetylcholine receptor M3,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4
CHEMBL1184,ACETYLCHOLINE CHLORIDE,CC(=O)OCC[N+](C)(C)C.[Cl-],CHEMBL245,Muscarinic acetylcholine receptor M3,AGONIST,Muscarinic acetylcholine receptor M3 agonist,4
CHEMBL14,CARBACHOL,C[N+](C)(C)CCOC(N)=O.[Cl-],CHEMBL245,Muscarinic acetylcholine receptor M3,AGONIST,Muscarinic acetylcholine receptor M3 agonist,4
CHEMBL550,PILOCARPINE,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,CHEMBL245,Muscarinic acetylcholine receptor M3,AGONIST,Muscarinic acetylcholine receptor M3 agonist,4
CHEMBL1200330,PILOCARPINE HYDROCHLORIDE,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C.Cl,CHEMBL245,Muscarinic acetylcholine receptor M3,AGONIST,Muscarinic acetylcholine receptor M3 agonist,4
CHEMBL2218917,CEVIMELINE HYDROCHLORIDE,CC1OC2(CS1)CN1CCC2CC1.Cl.O,CHEMBL245,Muscarinic acetylcholine receptor M3,AGONIST,Muscarinic acetylcholine receptor M3 agonist,4
CHEMBL1200950,CLIDINIUM BROMIDE,C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2.[Br-],CHEMBL245,Muscarinic acetylcholine receptor M3,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4
CHEMBL2134724,IPRATROPIUM BROMIDE,CC(C)[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2.O.[Br-],CHEMBL245,Muscarinic acetylcholine receptor M3,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4
CHEMBL1231,OXYBUTYNIN,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,CHEMBL245,Muscarinic acetylcholine receptor M3,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4
CHEMBL1133,OXYBUTYNIN CHLORIDE,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1.Cl,CHEMBL245,Muscarinic acetylcholine receptor M3,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4
CHEMBL1201027,GLYCOPYRRONIUM BROMIDE,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1.[Br-],CHEMBL245,Muscarinic acetylcholine receptor M3,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4
CHEMBL3084748,TROSPIUM CHLORIDE,O=C(O[C@H]1C[C@H]2CC[C@@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1.[Cl-],CHEMBL245,Muscarinic acetylcholine receptor M3,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4
CHEMBL3989514,IRINOTECAN HYDROCHLORIDE,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC.Cl.O.O.O,CHEMBL1781,DNA topoisomerase 1,INHIBITOR,DNA topoisomerase I inhibitor,4
CHEMBL4084119,LIRAGLUTIDE,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)O)C(C)C)[C@@H](C)CC)C(=O)O,CHEMBL1784,Glucagon-like peptide 1 receptor,AGONIST,Glucagon-like peptide 1 receptor agonist,4
CHEMBL414357,EXENATIDE,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(N)=O,CHEMBL1784,Glucagon-like peptide 1 receptor,AGONIST,Glucagon-like peptide 1 receptor agonist,4
CHEMBL1200826,LITHIUM CARBONATE,O=C([O-])[O-].[Li+].[Li+],CHEMBL1786,Inositol monophosphatase 1,INHIBITOR,Inositol-1(or 4)-monophosphatase 1 inhibitor,4
CHEMBL2103738,LITHIUM CITRATE,O.O.O.O.O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],CHEMBL1786,Inositol monophosphatase 1,INHIBITOR,Inositol-1(or 4)-monophosphatase 1 inhibitor,4
CHEMBL344159,TOLVAPTAN,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1,CHEMBL1790,Vasopressin V2 receptor,ANTAGONIST,Vasopressin V2 receptor antagonist,4
CHEMBL1201108,CONIVAPTAN HYDROCHLORIDE,Cc1nc2c([nH]1)-c1ccccc1N(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)CC2.Cl,CHEMBL1790,Vasopressin V2 receptor,ANTAGONIST,Vasopressin V2 receptor antagonist,4
CHEMBL5314380,PASIREOTIDE DIASPARTATE,NCCCC[C@@H]1NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2C[C@@H](OC(=O)NCCN)CN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(OCc3ccccc3)cc2)NC1=O.N[C@@H](CC(=O)O)C(=O)O.N[C@@H](CC(=O)O)C(=O)O,CHEMBL1792,Somatostatin receptor type 5,AGONIST,Somatostatin receptor 5 agonist,4
CHEMBL1201184,LANREOTIDE ACETATE,CC(=O)O.CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccc3ccccc3c2)CSSC[C@@H](C(=O)N[C@H](C(N)=O)[C@@H](C)O)NC1=O,CHEMBL1792,Somatostatin receptor type 5,AGONIST,Somatostatin receptor 5 agonist,4
CHEMBL525610,TERIPARATIDE,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H](N)CO)C(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C)C(C)C,CHEMBL1793,Parathyroid hormone/parathyroid hormone-related peptide receptor,AGONIST,Parathyroid hormone receptor agonist,4
CHEMBL175247,ORLISTAT,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,CHEMBL1796,Gastric triacylglycerol lipase,INHIBITOR,Gastric lipase inhibitor,4
CHEMBL603,ZAFIRLUKAST,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,CHEMBL1798,Cysteinyl leukotriene receptor 1,ANTAGONIST,Cysteinyl leukotriene receptor 1 antagonist,4
CHEMBL1200681,MONTELUKAST SODIUM,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)[O-])CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1.[Na+],CHEMBL1798,Cysteinyl leukotriene receptor 1,ANTAGONIST,Cysteinyl leukotriene receptor 1 antagonist,4
CHEMBL1615369,DABIGATRAN ETEXILATE MESYLATE,CCCCCCOC(=O)NC(=N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1.CS(=O)(=O)O,CHEMBL204,Prothrombin,INHIBITOR,Thrombin inhibitor,4
CHEMBL1166,ARGATROBAN,CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1,CHEMBL204,Prothrombin,INHIBITOR,Thrombin inhibitor,4
CHEMBL877,TRANEXAMIC ACID,NC[C@H]1CC[C@H](C(=O)O)CC1,CHEMBL1801,Plasminogen,INHIBITOR,Plasminogen inhibitor,4
CHEMBL1046,AMINOCAPROIC ACID,NCCCCCC(=O)O,CHEMBL1801,Plasminogen,INHIBITOR,Plasminogen inhibitor,4
CHEMBL220491,BRINZOLAMIDE,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,CHEMBL205,Carbonic anhydrase 2,INHIBITOR,Carbonic anhydrase II inhibitor,4
CHEMBL1201162,DORZOLAMIDE HYDROCHLORIDE,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21.Cl,CHEMBL205,Carbonic anhydrase 2,INHIBITOR,Carbonic anhydrase II inhibitor,4
CHEMBL17,DICHLORPHENAMIDE,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,CHEMBL205,Carbonic anhydrase 2,INHIBITOR,Carbonic anhydrase II inhibitor,4
CHEMBL19,METHAZOLAMIDE,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C,CHEMBL205,Carbonic anhydrase 2,INHIBITOR,Carbonic anhydrase II inhibitor,4
CHEMBL220492,TOPIRAMATE,CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,CHEMBL205,Carbonic anhydrase 2,INHIBITOR,Carbonic anhydrase II inhibitor,4
CHEMBL20,ACETAZOLAMIDE,CC(=O)Nc1nnc(S(N)(=O)=O)s1,CHEMBL205,Carbonic anhydrase 2,INHIBITOR,Carbonic anhydrase II inhibitor,4
CHEMBL1200814,ACETAZOLAMIDE SODIUM,CC(=O)Nc1nnc(S([NH-])(=O)=O)s1.[Na+],CHEMBL205,Carbonic anhydrase 2,INHIBITOR,Carbonic anhydrase II inhibitor,4
CHEMBL5314380,PASIREOTIDE DIASPARTATE,NCCCC[C@@H]1NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2C[C@@H](OC(=O)NCCN)CN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(OCc3ccccc3)cc2)NC1=O.N[C@@H](CC(=O)O)C(=O)O.N[C@@H](CC(=O)O)C(=O)O,CHEMBL1804,Somatostatin receptor type 2,AGONIST,Somatostatin receptor 2 agonist,4
CHEMBL1201184,LANREOTIDE ACETATE,CC(=O)O.CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccc3ccccc3c2)CSSC[C@@H](C(=O)N[C@H](C(N)=O)[C@@H](C)O)NC1=O,CHEMBL1804,Somatostatin receptor type 2,AGONIST,Somatostatin receptor 2 agonist,4
CHEMBL1201003,ELETRIPTAN HYDROBROMIDE,Br.CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,CHEMBL1805,5-hydroxytryptamine receptor 1F,AGONIST,Serotonin 1f (5-HT1f) receptor agonist,4
CHEMBL1200521,ALMOTRIPTAN MALATE,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12.O=C(O)CC(O)C(=O)O,CHEMBL1805,5-hydroxytryptamine receptor 1F,AGONIST,Serotonin 1f (5-HT1f) receptor agonist,4
CHEMBL1200645,ETOPOSIDE PHOSPHATE,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OP(=O)(O)O,CHEMBL1806,DNA topoisomerase 2-alpha,INHIBITOR,DNA topoisomerase II alpha inhibitor,4
CHEMBL1200475,DAUNORUBICIN CITRATE,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.O=C(O)CC(O)(CC(=O)O)C(=O)O,CHEMBL1806,DNA topoisomerase 2-alpha,INHIBITOR,DNA topoisomerase II alpha inhibitor,4
CHEMBL1563,DAUNORUBICIN HYDROCHLORIDE,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,CHEMBL1806,DNA topoisomerase 2-alpha,INHIBITOR,DNA topoisomerase II alpha inhibitor,4
CHEMBL359744,DOXORUBICIN HYDROCHLORIDE,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,CHEMBL1806,DNA topoisomerase 2-alpha,INHIBITOR,DNA topoisomerase II alpha inhibitor,4
CHEMBL1417019,MITOXANTRONE HYDROCHLORIDE,Cl.Cl.O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,CHEMBL1806,DNA topoisomerase 2-alpha,INHIBITOR,DNA topoisomerase II alpha inhibitor,4
CHEMBL1096885,VALRUBICIN,CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O,CHEMBL1806,DNA topoisomerase 2-alpha,INHIBITOR,DNA topoisomerase II alpha inhibitor,4
CHEMBL1200976,IDARUBICIN HYDROCHLORIDE,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O.Cl,CHEMBL1806,DNA topoisomerase 2-alpha,INHIBITOR,DNA topoisomerase II alpha inhibitor,4
CHEMBL1201011,QUINAPRIL HYDROCHLORIDE,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O.Cl,CHEMBL1808,Angiotensin-converting enzyme,INHIBITOR,Angiotensin-converting enzyme inhibitor,4
CHEMBL1519,TRANDOLAPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,CHEMBL1808,Angiotensin-converting enzyme,INHIBITOR,Angiotensin-converting enzyme inhibitor,4
CHEMBL1200534,MOEXIPRIL HYDROCHLORIDE,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O.Cl,CHEMBL1808,Angiotensin-converting enzyme,INHIBITOR,Angiotensin-converting enzyme inhibitor,4
CHEMBL3989406,ENALAPRILAT,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O.O.O,CHEMBL1808,Angiotensin-converting enzyme,INHIBITOR,Angiotensin-converting enzyme inhibitor,4
CHEMBL1168,RAMIPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,CHEMBL1808,Angiotensin-converting enzyme,INHIBITOR,Angiotensin-converting enzyme inhibitor,4
CHEMBL3039596,FOSINOPRIL SODIUM,CCC(=O)O[C@@H](O[P@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)[O-])C(C)C.[Na+],CHEMBL1808,Angiotensin-converting enzyme,INHIBITOR,Angiotensin-converting enzyme inhibitor,4
CHEMBL1694,BENAZEPRIL HYDROCHLORIDE,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O.Cl,CHEMBL1808,Angiotensin-converting enzyme,INHIBITOR,Angiotensin-converting enzyme inhibitor,4
CHEMBL1560,CAPTOPRIL,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,CHEMBL1808,Angiotensin-converting enzyme,INHIBITOR,Angiotensin-converting enzyme inhibitor,4
CHEMBL1200343,PERINDOPRIL ERBUMINE,CC(C)(C)N.CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,CHEMBL1808,Angiotensin-converting enzyme,INHIBITOR,Angiotensin-converting enzyme inhibitor,4
CHEMBL419213,LISINOPRIL,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O.O.O,CHEMBL1808,Angiotensin-converting enzyme,INHIBITOR,Angiotensin-converting enzyme inhibitor,4
CHEMBL1200659,ENALAPRIL MALEATE,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O.O=C(O)/C=C\C(=O)O,CHEMBL1808,Angiotensin-converting enzyme,INHIBITOR,Angiotensin-converting enzyme inhibitor,4
CHEMBL1472,PROTIRELIN,NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1,CHEMBL1810,Thyrotropin-releasing hormone receptor,AGONIST,Thyrotropin-releasing hormone receptor agonist,4
CHEMBL495,ALPROSTADIL,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,CHEMBL1811,Prostaglandin E2 receptor EP1 subtype,AGONIST,Prostanoid EP1 receptor agonist,4
CHEMBL98,VORINOSTAT,O=C(CCCCCCC(=O)Nc1ccccc1)NO,CHEMBL325,Histone deacetylase 1,INHIBITOR,Histone deacetylase 1 inhibitor,4
CHEMBL175247,ORLISTAT,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,CHEMBL1812,Pancreatic triacylglycerol lipase,INHIBITOR,Pancreatic lipase inhibitor,4
CHEMBL1643,RIBAVIRIN,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,CHEMBL1822,Inosine-5'-monophosphate dehydrogenase 1,INHIBITOR,Inosine-5'-monophosphate dehydrogenase 1 inhibitor,4
CHEMBL1201179,LAPATINIB DITOSYLATE,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.O,CHEMBL1824,Receptor tyrosine-protein kinase erbB-2,INHIBITOR,Receptor protein-tyrosine kinase erbB-2 inhibitor,4
CHEMBL1200491,EPINASTINE HYDROCHLORIDE,Cl.NC1=NCC2c3ccccc3Cc3ccccc3N12,CHEMBL231,Histamine H1 receptor,ANTAGONIST,Histamine H1 receptor antagonist,4
CHEMBL1200618,FEXOFENADINE HYDROCHLORIDE,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1.Cl,CHEMBL231,Histamine H1 receptor,ANTAGONIST,Histamine H1 receptor antagonist,4
CHEMBL1716,CYPROHEPTADINE HYDROCHLORIDE,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1.Cl,CHEMBL231,Histamine H1 receptor,ANTAGONIST,Histamine H1 receptor antagonist,4
